Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
NACC1 	 N2 	 0.1028119 	 0.09444444 	 1.088597 	 1.412735 	 -214.1266 	 -212.0778 	 0.4318102 	 -8730.682 	 -8730.598 	 0.1611865 	 -405.1807 
NACC1 	 N3 	 0.1105358 	 0.09444444 	 1.170379 	 1.427582 	 -208.2067 	 -203.4699 	 0.4310895 	 -8729.845 	 -8729.663 	 0.1603573 	 -396.7402 
DNMT3L 	 U 	 Inf 	 0.1756944 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3L 	 LR 	 0.2401203 	 0.1756944 	 1.366692 	 1.395376 	 -177.0445 	 -176.7778 	 1.104553 	 -3909.57 	 -3909.558 	 20.06735 	 -183.397 
DNMT3L 	 N1 	 0.3638024 	 0.1756944 	 2.070654 	 1.399485 	 -156.1569 	 -155.6114 	 1.637111 	 -5760.219 	 -5760.195 	 3.152818 	 -269.9565 
DNMT3L 	 N2 	 0.4320521 	 0.1756944 	 2.459111 	 1.412735 	 -145.2156 	 -143.1669 	 1.814619 	 -8691.374 	 -8691.29 	 0.167642 	 -403.2958 
DNMT3L 	 N3 	 0.4648354 	 0.1756944 	 2.645703 	 1.427582 	 -139.2622 	 -134.5254 	 1.812858 	 -9196.584 	 -9196.403 	 0.1005979 	 -419.1214 
EZH2 	 U 	 Inf 	 0.1627315 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EZH2 	 LR 	 0.6847822 	 0.1627315 	 4.20805 	 1.395376 	 -126.7424 	 -126.4757 	 3.149998 	 -5402.871 	 -5402.859 	 4.51446 	 -255.0039 
EZH2 	 N1 	 0.7814836 	 0.1627315 	 4.802289 	 1.399485 	 -119.4569 	 -118.9114 	 3.516676 	 -4991.827 	 -4991.803 	 6.793192 	 -233.1106 
EZH2 	 N2 	 0.8186885 	 0.1627315 	 5.030917 	 1.412735 	 -114.5361 	 -112.4873 	 3.438492 	 -5310.159 	 -5310.074 	 4.913139 	 -241.1596 
EZH2 	 N3 	 0.8123662 	 0.1627315 	 4.992065 	 1.427582 	 -112.4654 	 -107.7285 	 3.168228 	 -7103.823 	 -7103.641 	 0.8138713 	 -318.7691 
EED 	 U 	 Inf 	 0.1923611 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EED 	 LR 	 0.2433707 	 0.1923611 	 1.265176 	 1.395376 	 -176.3991 	 -176.1324 	 1.119505 	 -7031.368 	 -7031.356 	 0.8872888 	 -333.0936 
EED 	 N1 	 0.2649704 	 0.1923611 	 1.377464 	 1.399485 	 -171.3725 	 -170.8271 	 1.192367 	 -5827.498 	 -5827.474 	 2.947874 	 -273.1827 
EED 	 N2 	 0.2774056 	 0.1923611 	 1.442109 	 1.412735 	 -166.4828 	 -164.434 	 1.165104 	 -7251.675 	 -7251.591 	 0.7063362 	 -334.2593 
EED 	 N3 	 0.2984451 	 0.1923611 	 1.551484 	 1.427582 	 -160.5309 	 -155.7941 	 1.163936 	 -8000.106 	 -7999.924 	 0.332425 	 -361.7478 
SMARCC2 	 U 	 Inf 	 0.02037037 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMARCC2 	 LR 	 0.02222958 	 0.02037037 	 1.09127 	 1.395376 	 -291.2709 	 -291.0042 	 0.1022561 	 -7080.758 	 -7080.746 	 0.8445721 	 -335.462 
SMARCC2 	 N1 	 0.02307075 	 0.02037037 	 1.132564 	 1.399485 	 -288.543 	 -287.9976 	 0.1038184 	 -6464.102 	 -6464.077 	 1.560673 	 -303.7092 
SMARCC2 	 N2 	 0.04012255 	 0.02037037 	 1.969653 	 1.412735 	 -259.2928 	 -257.244 	 0.1685147 	 -9579.621 	 -9579.537 	 0.06902515 	 -445.8891 
SMARCC2 	 N3 	 0.04049859 	 0.02037037 	 1.988112 	 1.427582 	 -256.4022 	 -251.6654 	 0.1579445 	 -10189.65 	 -10189.46 	 0.03730255 	 -466.7407 
NODAL 	 U 	 Inf 	 0.168287 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NODAL 	 LR 	 0.1934695 	 0.168287 	 1.14964 	 1.395376 	 -187.4135 	 -187.1468 	 0.8899595 	 -4352.456 	 -4352.444 	 12.89256 	 -204.6343 
NODAL 	 N1 	 0.2162309 	 0.168287 	 1.284894 	 1.399485 	 -181.1295 	 -180.5841 	 0.9730392 	 -8137.481 	 -8137.457 	 0.2932906 	 -383.9512 
NODAL 	 N2 	 0.228341 	 0.168287 	 1.356854 	 1.412735 	 -175.8255 	 -173.7767 	 0.9590322 	 -8420.957 	 -8420.872 	 0.2196374 	 -390.3288 
NODAL 	 N3 	 0.2450754 	 0.168287 	 1.456294 	 1.427582 	 -169.9879 	 -165.251 	 0.9557941 	 -9069.376 	 -9069.194 	 0.1142299 	 -413.0214 
CDH1 	 U 	 Inf 	 0.1678241 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH1 	 LR 	 0.1720405 	 0.1678241 	 1.025124 	 1.395376 	 -193.0482 	 -192.7815 	 0.7913863 	 -5633.065 	 -5633.053 	 3.58702 	 -266.0421 
CDH1 	 N1 	 0.2377026 	 0.1678241 	 1.41638 	 1.399485 	 -176.5852 	 -176.0398 	 1.069662 	 -6257.993 	 -6257.968 	 1.917496 	 -293.8258 
CDH1 	 N2 	 0.2298368 	 0.1678241 	 1.36951 	 1.412735 	 -175.5121 	 -173.4633 	 0.9653144 	 -8911.871 	 -8911.787 	 0.1344986 	 -413.8691 
CDH1 	 N3 	 0.2445107 	 0.1678241 	 1.456947 	 1.427582 	 -170.0986 	 -165.3617 	 0.9535917 	 -8363.964 	 -8363.782 	 0.2311161 	 -379.1955 
LEFTY2 	 U 	 Inf 	 0.1895833 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY2 	 LR 	 0.4803718 	 0.1895833 	 2.533829 	 1.395376 	 -143.7603 	 -143.4936 	 2.20971 	 -3417.936 	 -3417.924 	 32.79374 	 -159.8222 
LEFTY2 	 N1 	 0.6563503 	 0.1895833 	 3.462068 	 1.399485 	 -127.8328 	 -127.2874 	 2.953577 	 -5140.787 	 -5140.763 	 5.853907 	 -240.2535 
LEFTY2 	 N2 	 0.8701304 	 0.1895833 	 4.589699 	 1.412735 	 -111.611 	 -109.5622 	 3.654548 	 -7927.051 	 -7926.966 	 0.3597433 	 -366.645 
LEFTY2 	 N3 	 0.9489897 	 0.1895833 	 5.00566 	 1.427582 	 -105.0039 	 -100.2671 	 3.70106 	 -8987.12 	 -8986.939 	 0.1240129 	 -409.0771 
RIF1 	 U 	 Inf 	 0.1481481 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RIF1 	 LR 	 0.1592252 	 0.1481481 	 1.07477 	 1.395376 	 -196.7638 	 -196.4972 	 0.7324361 	 -6114.646 	 -6114.634 	 2.217147 	 -289.1349 
RIF1 	 N1 	 0.1739072 	 0.1481481 	 1.173874 	 1.399485 	 -191.5851 	 -191.0397 	 0.7825825 	 -6486.772 	 -6486.747 	 1.525725 	 -304.7962 
RIF1 	 N2 	 0.1768281 	 0.1481481 	 1.19359 	 1.412735 	 -188.0973 	 -186.0485 	 0.7426779 	 -6869.723 	 -6869.638 	 1.034488 	 -315.9439 
RIF1 	 N3 	 0.2205574 	 0.1481481 	 1.488763 	 1.427582 	 -175.0474 	 -170.3106 	 0.860174 	 -8922.269 	 -8922.087 	 0.1323133 	 -405.9674 
ETV5 	 U 	 Inf 	 0.2263889 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ETV5 	 LR 	 0.2348145 	 0.2263889 	 1.037217 	 1.395376 	 -178.117 	 -177.8503 	 1.080147 	 -6195.524 	 -6195.512 	 2.045054 	 -293.0132 
ETV5 	 N1 	 0.2368329 	 0.2263889 	 1.046133 	 1.399485 	 -176.7612 	 -176.2157 	 1.065748 	 -5788.079 	 -5788.055 	 3.066277 	 -271.2925 
ETV5 	 N2 	 0.2807145 	 0.2263889 	 1.239966 	 1.412735 	 -165.9136 	 -163.8648 	 1.179001 	 -6935.211 	 -6935.126 	 0.9689755 	 -319.0842 
ETV5 	 N3 	 0.3028613 	 0.2263889 	 1.337792 	 1.427582 	 -159.8258 	 -155.089 	 1.181159 	 -7442.735 	 -7442.554 	 0.5801159 	 -335.0207 
DNMT3B 	 U 	 Inf 	 0.1694444 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3B 	 LR 	 0.1436305 	 0.1694444 	 0.8476553 	 1.395376 	 -201.7115 	 -201.4448 	 0.6607002 	 -4823.741 	 -4823.729 	 8.051325 	 -227.2334 
DNMT3B 	 N1 	 0.1826795 	 0.1694444 	 1.078109 	 1.399485 	 -189.223 	 -188.6775 	 0.822058 	 -7545.819 	 -7545.794 	 0.5296603 	 -355.5797 
DNMT3B 	 N2 	 0.1834309 	 0.1694444 	 1.082543 	 1.412735 	 -186.3376 	 -184.2888 	 0.7704097 	 -8128.398 	 -8128.313 	 0.2941955 	 -376.3 
DNMT3B 	 N3 	 0.2072702 	 0.1694444 	 1.223234 	 1.427582 	 -178.0299 	 -173.2931 	 0.8083536 	 -8303.178 	 -8302.997 	 0.2455854 	 -376.2807 
KDM5A 	 U 	 Inf 	 0.1993056 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KDM5A 	 LR 	 0.1648704 	 0.1993056 	 0.8272241 	 1.395376 	 -195.0915 	 -194.8249 	 0.7584037 	 -5376.075 	 -5376.063 	 4.636938 	 -253.719 
KDM5A 	 N1 	 0.2327745 	 0.1993056 	 1.167928 	 1.399485 	 -177.5908 	 -177.0454 	 1.047485 	 -4390.818 	 -4390.794 	 12.38306 	 -204.291 
KDM5A 	 N2 	 0.2142408 	 0.1993056 	 1.074936 	 1.412735 	 -178.885 	 -176.8362 	 0.8998113 	 -7599.033 	 -7598.948 	 0.4992368 	 -350.9158 
KDM5A 	 N3 	 0.2311332 	 0.1993056 	 1.159692 	 1.427582 	 -172.7993 	 -168.0625 	 0.9014193 	 -8541.343 	 -8541.161 	 0.1935853 	 -387.7012 
JARID2 	 U 	 Inf 	 0.1252315 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JARID2 	 LR 	 0.117975 	 0.1252315 	 0.9420558 	 1.395376 	 -211.1565 	 -210.8898 	 0.5426852 	 -5628.739 	 -5628.727 	 3.602552 	 -265.8347 
JARID2 	 N1 	 0.1569157 	 0.1252315 	 1.253005 	 1.399485 	 -196.5202 	 -195.9747 	 0.7061205 	 -7831.435 	 -7831.411 	 0.3981801 	 -369.2756 
JARID2 	 N2 	 0.1519781 	 0.1252315 	 1.213577 	 1.412735 	 -195.3665 	 -193.3177 	 0.638308 	 -8695.715 	 -8695.63 	 0.1669166 	 -403.504 
JARID2 	 N3 	 0.1599577 	 0.1252315 	 1.277296 	 1.427582 	 -190.4674 	 -185.7305 	 0.6238348 	 -9193.906 	 -9193.724 	 0.1008674 	 -418.9929 
LOX 	 U 	 Inf 	 0.2118056 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LOX 	 LR 	 0.1261161 	 0.2118056 	 0.5954332 	 1.395376 	 -207.9535 	 -207.6868 	 0.5801339 	 -4957.371 	 -4957.359 	 7.045157 	 -233.6412 
LOX 	 N1 	 0.2111736 	 0.2118056 	 0.9970162 	 1.399485 	 -182.2655 	 -181.7201 	 0.9502811 	 -6088.906 	 -6088.882 	 2.270359 	 -285.7178 
LOX 	 N2 	 0.2230931 	 0.2118056 	 1.053292 	 1.412735 	 -176.9416 	 -174.8928 	 0.9369912 	 -9055.533 	 -9055.448 	 0.1165169 	 -420.758 
LOX 	 N3 	 0.237726 	 0.2118056 	 1.122378 	 1.427582 	 -171.4493 	 -166.7125 	 0.9271313 	 -9478.126 	 -9477.944 	 0.07593449 	 -432.6218 
Wnt3 	 U 	 Inf 	 0.05972222 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Wnt3 	 LR 	 0.06920852 	 0.05972222 	 1.15884 	 1.395376 	 -236.7572 	 -236.4906 	 0.3183592 	 -6257.045 	 -6257.033 	 1.923151 	 -295.9633 
Wnt3 	 N1 	 0.06412288 	 0.05972222 	 1.073685 	 1.399485 	 -239.4757 	 -238.9303 	 0.2885529 	 -10083.43 	 -10083.4 	 0.04197865 	 -477.2633 
Wnt3 	 N2 	 0.06935759 	 0.05972222 	 1.161336 	 1.412735 	 -233.0206 	 -230.9718 	 0.2913019 	 -10557.6 	 -10557.51 	 0.02598371 	 -492.7851 
Wnt3 	 N3 	 0.07482344 	 0.05972222 	 1.252858 	 1.427582 	 -226.9367 	 -222.1999 	 0.2918114 	 -11196.58 	 -11196.4 	 0.01364167 	 -515.0254 
Gata6 	 U 	 Inf 	 0.1171296 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Gata6 	 LR 	 0.138173 	 0.1171296 	 1.179659 	 1.395376 	 -203.5709 	 -203.3042 	 0.6355958 	 -6482.733 	 -6482.721 	 1.534956 	 -306.7855 
Gata6 	 N1 	 0.1410607 	 0.1171296 	 1.204313 	 1.399485 	 -201.6331 	 -201.0876 	 0.6347731 	 -6462.235 	 -6462.211 	 1.563586 	 -303.6196 
Gata6 	 N2 	 0.1847683 	 0.1171296 	 1.577469 	 1.412735 	 -185.9889 	 -183.9401 	 0.776027 	 -8101.2 	 -8101.115 	 0.3022986 	 -374.9958 
Gata6 	 N3 	 0.1999393 	 0.1171296 	 1.706992 	 1.427582 	 -179.7584 	 -175.0215 	 0.7797633 	 -8990.6 	 -8990.418 	 0.1235826 	 -409.244 
DPPA2 	 U 	 Inf 	 0.1194444 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DPPA2 	 LR 	 0.1072132 	 0.1194444 	 0.8975985 	 1.395376 	 -215.7479 	 -215.4812 	 0.4931805 	 -4269.765 	 -4269.753 	 14.00283 	 -200.6691 
DPPA2 	 N1 	 0.2036764 	 0.1194444 	 1.705198 	 1.399485 	 -184.0006 	 -183.4552 	 0.9165439 	 -9793.215 	 -9793.191 	 0.05609713 	 -463.347 
DPPA2 	 N2 	 0.2175929 	 0.1194444 	 1.821708 	 1.412735 	 -178.1398 	 -176.091 	 0.9138901 	 -10187.62 	 -10187.53 	 0.03760294 	 -475.0437 
DPPA2 	 N3 	 0.2369702 	 0.1194444 	 1.983937 	 1.427582 	 -171.6022 	 -166.8653 	 0.9241838 	 -10215.37 	 -10215.19 	 0.036356 	 -467.9744 
SALL1 	 U 	 Inf 	 0.1638889 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL1 	 LR 	 0.2977666 	 0.1638889 	 1.816881 	 1.395376 	 -166.7163 	 -166.4497 	 1.369726 	 -5274.72 	 -5274.708 	 5.131038 	 -248.8588 
SALL1 	 N1 	 0.3076404 	 0.1638889 	 1.877128 	 1.399485 	 -164.2055 	 -163.66 	 1.384382 	 -6531.615 	 -6531.591 	 1.458883 	 -306.9466 
SALL1 	 N2 	 0.3420376 	 0.1638889 	 2.087009 	 1.412735 	 -156.4297 	 -154.3809 	 1.436558 	 -7590.795 	 -7590.711 	 0.5033622 	 -350.5208 
SALL1 	 N3 	 0.3662133 	 0.1638889 	 2.234522 	 1.427582 	 -150.7087 	 -145.9718 	 1.428232 	 -8621.093 	 -8620.911 	 0.1787606 	 -391.5254 
NR0B1.DAX1. 	 U 	 Inf 	 0.02106481 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NR0B1.DAX1. 	 LR 	 0.03562688 	 0.02106481 	 1.691298 	 1.395376 	 -268.6304 	 -268.3637 	 0.1638836 	 -9680.002 	 -9679.99 	 0.06294002 	 -460.1011 
NR0B1.DAX1. 	 N1 	 0.03813762 	 0.02106481 	 1.810489 	 1.399485 	 -264.4165 	 -263.8711 	 0.1716193 	 -8314.428 	 -8314.404 	 0.2457694 	 -392.4361 
NR0B1.DAX1. 	 N2 	 0.04017563 	 0.02106481 	 1.907239 	 1.412735 	 -259.2293 	 -257.1806 	 0.1687377 	 -10354.85 	 -10354.77 	 0.0318174 	 -483.0631 
NR0B1.DAX1. 	 N3 	 0.04625031 	 0.02106481 	 2.195619 	 1.427582 	 -250.0278 	 -245.2909 	 0.1803762 	 -11471.98 	 -11471.8 	 0.01036062 	 -528.2311 
TCF3 	 U 	 Inf 	 0.243287 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TCF3 	 LR 	 0.3242736 	 0.243287 	 1.332885 	 1.395376 	 -162.623 	 -162.3563 	 1.491658 	 -5198.055 	 -5198.043 	 5.539457 	 -245.1825 
TCF3 	 N1 	 0.4394874 	 0.243287 	 1.806456 	 1.399485 	 -147.085 	 -146.5395 	 1.977693 	 -5551.165 	 -5551.141 	 3.885073 	 -259.932 
TCF3 	 N2 	 0.4167101 	 0.243287 	 1.712833 	 1.412735 	 -146.9511 	 -144.9023 	 1.750183 	 -5881.188 	 -5881.104 	 2.777229 	 -268.5417 
TCF3 	 N3 	 0.375486 	 0.243287 	 1.543387 	 1.427582 	 -149.5084 	 -144.7716 	 1.464396 	 -7126.355 	 -7126.173 	 0.795756 	 -319.8496 
PTPN6 	 U 	 Inf 	 0.1166667 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PTPN6 	 LR 	 0.1535015 	 0.1166667 	 1.315727 	 1.395376 	 -198.5211 	 -198.2544 	 0.7061069 	 -5528.481 	 -5528.469 	 3.982065 	 -261.0271 
PTPN6 	 N1 	 0.1687922 	 0.1166667 	 1.44679 	 1.399485 	 -193.0181 	 -192.4727 	 0.7595648 	 -8710.086 	 -8710.062 	 0.1655265 	 -411.4087 
PTPN6 	 N2 	 0.1809314 	 0.1166667 	 1.550841 	 1.412735 	 -186.9962 	 -184.9474 	 0.7599119 	 -9017.826 	 -9017.741 	 0.1209896 	 -418.9499 
PTPN6 	 N3 	 0.1948577 	 0.1166667 	 1.670209 	 1.427582 	 -180.9941 	 -176.2573 	 0.7599449 	 -9054.833 	 -9054.651 	 0.1159015 	 -412.3241 
USP16 	 U 	 Inf 	 0.1303241 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
USP16 	 LR 	 0.1492231 	 0.1303241 	 1.145015 	 1.395376 	 -199.878 	 -199.6113 	 0.686426 	 -7216.302 	 -7216.29 	 0.7376143 	 -341.9616 
USP16 	 N1 	 0.1621129 	 0.1303241 	 1.243922 	 1.399485 	 -194.9561 	 -194.4107 	 0.7295082 	 -6737.776 	 -6737.752 	 1.187341 	 -316.8324 
USP16 	 N2 	 0.1702184 	 0.1303241 	 1.306116 	 1.412735 	 -189.9259 	 -187.8771 	 0.7149171 	 -8634.272 	 -8634.188 	 0.1774831 	 -400.5577 
USP16 	 N3 	 0.1779637 	 0.1303241 	 1.365548 	 1.427582 	 -185.3472 	 -180.6104 	 0.6940585 	 -8956.036 	 -8955.854 	 0.1279244 	 -407.5865 
SETD1A 	 U 	 Inf 	 0.1349537 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SETD1A 	 LR 	 0.1632049 	 0.1349537 	 1.20934 	 1.395376 	 -195.5789 	 -195.3122 	 0.7507426 	 -6549.85 	 -6549.838 	 1.435412 	 -310.0039 
SETD1A 	 N1 	 0.1794282 	 0.1349537 	 1.329554 	 1.399485 	 -190.085 	 -189.5395 	 0.8074268 	 -6152.404 	 -6152.38 	 2.130812 	 -288.7626 
SETD1A 	 N2 	 0.1973455 	 0.1349537 	 1.46232 	 1.412735 	 -182.8279 	 -180.7792 	 0.8288513 	 -7015.132 	 -7015.048 	 0.8946191 	 -322.9166 
SETD1A 	 N3 	 0.2202908 	 0.1349537 	 1.632343 	 1.427582 	 -175.1055 	 -170.3687 	 0.8591341 	 -8032.768 	 -8032.586 	 0.3217533 	 -363.314 
HDAC2 	 U 	 Inf 	 0.08726852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HDAC2 	 LR 	 0.1538305 	 0.08726852 	 1.762726 	 1.395376 	 -198.4183 	 -198.1517 	 0.7076202 	 -5642.236 	 -5642.224 	 3.554306 	 -266.4819 
HDAC2 	 N1 	 0.1377683 	 0.08726852 	 1.578671 	 1.399485 	 -202.7667 	 -202.2212 	 0.6199572 	 -8416.53 	 -8416.506 	 0.2219371 	 -397.3321 
HDAC2 	 N2 	 0.1484347 	 0.08726852 	 1.700896 	 1.412735 	 -196.4989 	 -194.4501 	 0.6234258 	 -8722.708 	 -8722.623 	 0.1624756 	 -404.7984 
HDAC2 	 N3 	 0.1498345 	 0.08726852 	 1.716937 	 1.427582 	 -193.6055 	 -188.8687 	 0.5843547 	 -9087.589 	 -9087.407 	 0.1121703 	 -413.8948 
LUM 	 U 	 Inf 	 0.1488426 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LUM 	 LR 	 0.2374313 	 0.1488426 	 1.595184 	 1.395376 	 -177.585 	 -177.3184 	 1.092184 	 -3538.513 	 -3538.501 	 29.07214 	 -165.6041 
LUM 	 N1 	 0.393442 	 0.1488426 	 2.643343 	 1.399485 	 -152.3974 	 -151.8519 	 1.770489 	 -6959.479 	 -6959.455 	 0.9514524 	 -327.4635 
LUM 	 N2 	 0.3814911 	 0.1488426 	 2.563051 	 1.412735 	 -151.1896 	 -149.1409 	 1.602263 	 -8594.916 	 -8594.831 	 0.1846002 	 -398.6705 
LUM 	 N3 	 0.4050615 	 0.1488426 	 2.721409 	 1.427582 	 -145.8692 	 -141.1323 	 1.57974 	 -9127.527 	 -9127.345 	 0.107783 	 -415.8099 
SOX13 	 U 	 Inf 	 0.2240741 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX13 	 LR 	 0.2016091 	 0.2240741 	 0.899743 	 1.395376 	 -185.4353 	 -185.1687 	 0.9274017 	 -5527.775 	 -5527.763 	 3.984876 	 -260.9933 
SOX13 	 N1 	 0.223308 	 0.2240741 	 0.9965812 	 1.399485 	 -179.5837 	 -179.0382 	 1.004886 	 -5554.24 	 -5554.216 	 3.873153 	 -260.0795 
SOX13 	 N2 	 0.2336785 	 0.2240741 	 1.042863 	 1.412735 	 -174.7164 	 -172.6676 	 0.9814496 	 -6630.006 	 -6629.922 	 1.314405 	 -304.449 
SOX13 	 N3 	 0.2625422 	 0.2240741 	 1.171676 	 1.427582 	 -166.6833 	 -161.9464 	 1.023914 	 -8309.447 	 -8309.265 	 0.2440523 	 -376.5813 
SMAD4 	 U 	 Inf 	 0.1363426 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMAD4 	 LR 	 0.2130067 	 0.1363426 	 1.56229 	 1.395376 	 -182.7957 	 -182.529 	 0.9798308 	 -6364.526 	 -6364.514 	 1.727355 	 -301.1172 
SMAD4 	 N1 	 0.2185237 	 0.1363426 	 1.602755 	 1.399485 	 -180.6232 	 -180.0778 	 0.9833568 	 -6920.959 	 -6920.935 	 0.9887795 	 -325.6164 
SMAD4 	 N2 	 0.2563101 	 0.1363426 	 1.879898 	 1.412735 	 -170.2792 	 -168.2304 	 1.076503 	 -7583.857 	 -7583.772 	 0.5068634 	 -350.1881 
SMAD4 	 N3 	 0.2780498 	 0.1363426 	 2.039347 	 1.427582 	 -163.9286 	 -159.1918 	 1.084394 	 -8792.028 	 -8791.847 	 0.1506988 	 -399.7221 
SEMA6A 	 U 	 Inf 	 0.1747685 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SEMA6A 	 LR 	 0.1667915 	 0.1747685 	 0.9543567 	 1.395376 	 -194.5355 	 -194.2688 	 0.7672409 	 -4044.754 	 -4044.742 	 17.5323 	 -189.8794 
SEMA6A 	 N1 	 0.2932314 	 0.1747685 	 1.677827 	 1.399485 	 -166.508 	 -165.9626 	 1.319541 	 -6956.009 	 -6955.984 	 0.9547567 	 -327.2971 
SEMA6A 	 N2 	 0.2877164 	 0.1747685 	 1.646271 	 1.412735 	 -164.731 	 -162.6823 	 1.208409 	 -8243.682 	 -8243.598 	 0.2621915 	 -381.8281 
SEMA6A 	 N3 	 0.3078812 	 0.1747685 	 1.761651 	 1.427582 	 -159.0368 	 -154.2999 	 1.200737 	 -9267.285 	 -9267.104 	 0.09373773 	 -422.5116 
GAL 	 U 	 Inf 	 0.1976852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GAL 	 LR 	 0.434156 	 0.1976852 	 2.196199 	 1.395376 	 -148.6158 	 -148.3491 	 1.997118 	 -4841.743 	 -4841.731 	 7.907822 	 -228.0966 
GAL 	 N1 	 0.5346822 	 0.1976852 	 2.704715 	 1.399485 	 -137.6739 	 -137.1285 	 2.40607 	 -6882.9 	 -6882.876 	 1.027098 	 -323.7914 
GAL 	 N2 	 0.5926125 	 0.1976852 	 2.997759 	 1.412735 	 -130.0479 	 -127.9991 	 2.488972 	 -7649.905 	 -7649.82 	 0.4744991 	 -353.3552 
GAL 	 N3 	 0.6625245 	 0.1976852 	 3.351412 	 1.427582 	 -122.2523 	 -117.5154 	 2.583846 	 -8249.441 	 -8249.259 	 0.2591296 	 -373.7039 
SALL4 	 U 	 Inf 	 0.16875 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL4 	 LR 	 0.1534065 	 0.16875 	 0.9090754 	 1.395376 	 -198.5508 	 -198.2842 	 0.7056698 	 -4554.08 	 -4554.068 	 10.54053 	 -214.3026 
SALL4 	 N1 	 0.291638 	 0.16875 	 1.728225 	 1.399485 	 -166.7695 	 -166.2241 	 1.312371 	 -7600.811 	 -7600.787 	 0.5013468 	 -358.2167 
SALL4 	 N2 	 0.2861234 	 0.16875 	 1.695546 	 1.412735 	 -164.9975 	 -162.9488 	 1.201718 	 -8894.162 	 -8894.077 	 0.1368993 	 -413.0199 
SALL4 	 N3 	 0.3158314 	 0.16875 	 1.871594 	 1.427582 	 -157.813 	 -153.0762 	 1.231742 	 -8864.734 	 -8864.552 	 0.1401412 	 -403.2084 
HESX1 	 U 	 Inf 	 0.07199074 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HESX1 	 LR 	 0.1249593 	 0.07199074 	 1.735769 	 1.395376 	 -208.3958 	 -208.1291 	 0.5748127 	 -6580.446 	 -6580.434 	 1.392203 	 -311.471 
