Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
DNMT3L 	 N2 	 0.4231017 	 0.1576923 	 2.683084 	 1.615618 	 -77.0524 	 -72.63134 	 0.8462033 	 -8319.038 	 -8318.953 	 0.2431784 	 -199.9695 
DNMT3L 	 N3 	 0.5184163 	 0.1576923 	 3.287518 	 1.666583 	 -69.99557 	 -58.74557 	 0.8813076 	 -8556.87 	 -8556.688 	 0.1906056 	 -193.4739 
EZH2 	 U 	 Inf 	 0.05726496 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EZH2 	 LR 	 0.778245 	 0.05726496 	 13.59025 	 1.564012 	 -64.46688 	 -63.94514 	 1.867788 	 -4251.405 	 -4251.393 	 14.26203 	 -106.0083 
EZH2 	 N1 	 0.1468193 	 0.05726496 	 2.563859 	 1.57556 	 -106.9372 	 -105.8463 	 0.3376843 	 -5881.958 	 -5881.934 	 2.791777 	 -145.8431 
EZH2 	 N2 	 0.1515839 	 0.05726496 	 2.647063 	 1.615618 	 -103.7407 	 -99.31964 	 0.3031678 	 -7492.509 	 -7492.424 	 0.5552943 	 -178.5013 
EZH2 	 N3 	 0.1515342 	 0.05726496 	 2.646194 	 1.666583 	 -101.9747 	 -90.72472 	 0.2576081 	 -8966.208 	 -8966.026 	 0.126631 	 -204.106 
EED 	 U 	 Inf 	 0.1970085 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EED 	 LR 	 0.1929392 	 0.1970085 	 0.9793441 	 1.564012 	 -100.7282 	 -100.2065 	 0.463054 	 -6720.441 	 -6720.429 	 1.210498 	 -170.1391 
EED 	 N1 	 0.2057696 	 0.1970085 	 1.04447 	 1.57556 	 -98.16083 	 -97.06992 	 0.47327 	 -6480.277 	 -6480.253 	 1.535656 	 -161.3838 
EED 	 N2 	 0.2484477 	 0.1970085 	 1.261101 	 1.615618 	 -90.89428 	 -86.47323 	 0.4968954 	 -7789.653 	 -7789.569 	 0.412671 	 -186.2193 
EED 	 N3 	 0.2873259 	 0.1970085 	 1.458444 	 1.666583 	 -85.33977 	 -74.08977 	 0.488454 	 -7872.325 	 -7872.144 	 0.3776875 	 -175.6935 
SMARCC2 	 U 	 NaN 	 0.01923077 	 NaN 	 1.543075 	 NaN 	 NaN 	 NaN 	 NaN 	 NaN 	 NaN 	 NaN 
SMARCC2 	 LR 	 0.0202852 	 0.01923077 	 1.05483 	 1.564012 	 -159.2928 	 -158.771 	 0.04868447 	 -6690.364 	 -6690.352 	 1.247422 	 -169.3578 
SMARCC2 	 N1 	 0.02988658 	 0.01923077 	 1.554102 	 1.57556 	 -148.3239 	 -147.2329 	 0.06873915 	 -5898.457 	 -5898.433 	 2.746141 	 -146.2716 
SMARCC2 	 N2 	 0.025 	 0.01923077 	 1.3 	 1.615618 	 -150.5995 	 -146.1785 	 0.05 	 -5899.647 	 -5899.562 	 2.726486 	 -137.1282 
SMARCC2 	 N3 	 0.03119377 	 0.01923077 	 1.622076 	 1.666583 	 -143.0701 	 -131.8201 	 0.05302941 	 -9726.03 	 -9725.848 	 0.05927659 	 -223.8417 
NODAL 	 U 	 Inf 	 0.1559829 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NODAL 	 LR 	 0.1052788 	 0.1559829 	 0.6749379 	 1.564012 	 -116.4781 	 -115.9563 	 0.2526691 	 -4824.463 	 -4824.451 	 8.045523 	 -120.8929 
NODAL 	 N1 	 0.1794892 	 0.1559829 	 1.150698 	 1.57556 	 -101.7135 	 -100.6226 	 0.4128251 	 -8637.018 	 -8636.994 	 0.1780611 	 -217.4031 
NODAL 	 N2 	 0.2065435 	 0.1559829 	 1.324142 	 1.615618 	 -95.69703 	 -91.27598 	 0.413087 	 -8689.294 	 -8689.209 	 0.1679908 	 -209.5866 
NODAL 	 N3 	 0.2422587 	 0.1559829 	 1.55311 	 1.666583 	 -89.77566 	 -78.52566 	 0.4118397 	 -8766.735 	 -8766.554 	 0.1545551 	 -198.9249 
CDH1 	 U 	 Inf 	 0.1487179 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH1 	 LR 	 0.1939235 	 0.1487179 	 1.303968 	 1.564012 	 -100.5959 	 -100.0742 	 0.4654163 	 -6030.805 	 -6030.793 	 2.410849 	 -152.2264 
CDH1 	 N1 	 0.1780112 	 0.1487179 	 1.196972 	 1.57556 	 -101.9285 	 -100.8376 	 0.4094258 	 -5872.667 	 -5872.643 	 2.817812 	 -145.6017 
CDH1 	 N2 	 0.1793758 	 0.1487179 	 1.206147 	 1.615618 	 -99.36377 	 -94.94271 	 0.3587515 	 -8192.551 	 -8192.467 	 0.2759322 	 -196.6842 
CDH1 	 N3 	 0.2121668 	 0.1487179 	 1.426639 	 1.666583 	 -93.22412 	 -81.97412 	 0.3606836 	 -8226.679 	 -8226.498 	 0.2650894 	 -184.8975 
LEFTY2 	 U 	 Inf 	 0.2068376 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY2 	 LR 	 0.7073764 	 0.2068376 	 3.41996 	 1.564012 	 -66.94932 	 -66.42758 	 1.697703 	 -3219.351 	 -3219.339 	 39.98978 	 -79.20166 
LEFTY2 	 N1 	 0.5154673 	 0.2068376 	 2.492135 	 1.57556 	 -74.28459 	 -73.19368 	 1.185575 	 -4763.848 	 -4763.824 	 8.530704 	 -116.8012 
LEFTY2 	 N2 	 0.3442193 	 0.2068376 	 1.664201 	 1.615618 	 -82.41707 	 -77.99601 	 0.6884386 	 -7249.71 	 -7249.626 	 0.707724 	 -172.1948 
LEFTY2 	 N3 	 0.3889675 	 0.2068376 	 1.880545 	 1.666583 	 -77.46492 	 -66.21492 	 0.6612447 	 -7151.122 	 -7150.941 	 0.7763082 	 -156.961 
RIF1 	 U 	 Inf 	 0.125641 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RIF1 	 LR 	 0.1073647 	 0.125641 	 0.8545355 	 1.564012 	 -115.9679 	 -115.4462 	 0.2576753 	 -4969.831 	 -4969.819 	 6.958004 	 -124.6687 
RIF1 	 N1 	 0.120097 	 0.125641 	 0.955874 	 1.57556 	 -112.1607 	 -111.0698 	 0.2762231 	 -4749.372 	 -4749.348 	 8.654965 	 -116.4253 
RIF1 	 N2 	 0.1385568 	 0.125641 	 1.102799 	 1.615618 	 -106.077 	 -101.656 	 0.2771136 	 -7049.503 	 -7049.418 	 0.8644228 	 -166.9946 
RIF1 	 N3 	 0.1496885 	 0.125641 	 1.191398 	 1.666583 	 -102.2933 	 -91.04335 	 0.2544704 	 -7974.272 	 -7974.091 	 0.3411158 	 -178.3415 
ETV5 	 U 	 Inf 	 0.2226496 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ETV5 	 LR 	 0.3120986 	 0.2226496 	 1.401748 	 1.564012 	 -88.22366 	 -87.70192 	 0.7490367 	 -5855.075 	 -5855.063 	 2.873506 	 -147.662 
ETV5 	 N1 	 0.301628 	 0.2226496 	 1.354721 	 1.57556 	 -88.21746 	 -87.12655 	 0.6937444 	 -5810.318 	 -5810.294 	 2.998905 	 -143.9823 
ETV5 	 N2 	 0.350995 	 0.2226496 	 1.576446 	 1.615618 	 -81.91025 	 -77.4892 	 0.7019899 	 -7489.554 	 -7489.469 	 0.5569361 	 -178.4245 
ETV5 	 N3 	 0.4099976 	 0.2226496 	 1.841448 	 1.666583 	 -76.09588 	 -64.84588 	 0.6969959 	 -7735.653 	 -7735.472 	 0.4329415 	 -172.1436 
DNMT3B 	 U 	 Inf 	 0.1611111 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3B 	 LR 	 0.1439359 	 0.1611111 	 0.8933953 	 1.564012 	 -108.3464 	 -107.8247 	 0.3454462 	 -4746.446 	 -4746.434 	 8.697665 	 -118.8665 
DNMT3B 	 N1 	 0.1011118 	 0.1611111 	 0.6275903 	 1.57556 	 -116.6346 	 -115.5437 	 0.2325571 	 -7451.95 	 -7451.926 	 0.5817324 	 -186.6221 
DNMT3B 	 N2 	 0.117904 	 0.1611111 	 0.731818 	 1.615618 	 -110.2737 	 -105.8526 	 0.235808 	 -7461.13 	 -7461.046 	 0.5729769 	 -177.6862 
DNMT3B 	 N3 	 0.1287745 	 0.1611111 	 0.7992899 	 1.666583 	 -106.2062 	 -94.95618 	 0.2189166 	 -7589.68 	 -7589.499 	 0.5009116 	 -168.3521 
KDM5A 	 U 	 Inf 	 0.1978632 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KDM5A 	 LR 	 0.1462642 	 0.1978632 	 0.7392187 	 1.564012 	 -107.9292 	 -107.4074 	 0.3510341 	 -4839.444 	 -4839.432 	 7.926009 	 -121.282 
KDM5A 	 N1 	 0.1569156 	 0.1978632 	 0.793051 	 1.57556 	 -105.2081 	 -104.1172 	 0.360906 	 -5093.19 	 -5093.166 	 6.138979 	 -125.3556 
KDM5A 	 N2 	 0.1619639 	 0.1978632 	 0.8185651 	 1.615618 	 -102.0186 	 -97.59755 	 0.3239279 	 -6938.95 	 -6938.866 	 0.9653627 	 -164.1231 
KDM5A 	 N3 	 0.1904102 	 0.1978632 	 0.9623324 	 1.666583 	 -96.03711 	 -84.78711 	 0.3236974 	 -7876.286 	 -7876.104 	 0.3761962 	 -175.7964 
JARID2 	 U 	 Inf 	 0.09145299 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JARID2 	 LR 	 0.189077 	 0.09145299 	 2.067477 	 1.564012 	 -101.254 	 -100.7322 	 0.4537848 	 -5776.378 	 -5776.366 	 3.108535 	 -145.6179 
JARID2 	 N1 	 0.1341617 	 0.09145299 	 1.467002 	 1.57556 	 -109.2813 	 -108.1904 	 0.3085719 	 -6987.735 	 -6987.71 	 0.9249709 	 -174.5645 
JARID2 	 N2 	 0.1378813 	 0.09145299 	 1.507674 	 1.615618 	 -106.2041 	 -101.7831 	 0.2757625 	 -7462.242 	 -7462.157 	 0.5723412 	 -177.7151 
JARID2 	 N3 	 0.1761557 	 0.09145299 	 1.926188 	 1.666583 	 -98.06024 	 -86.81024 	 0.2994647 	 -7363.93 	 -7363.749 	 0.6276322 	 -162.4884 
LOX 	 U 	 Inf 	 0.1794872 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LOX 	 LR 	 0.1677572 	 0.1794872 	 0.9346471 	 1.564012 	 -104.3645 	 -103.8428 	 0.4026172 	 -4574.233 	 -4574.221 	 10.33044 	 -114.3934 
LOX 	 N1 	 0.1217315 	 0.1794872 	 0.6782186 	 1.57556 	 -111.8092 	 -110.7183 	 0.2799826 	 -7267.297 	 -7267.273 	 0.6995792 	 -181.8259 
LOX 	 N2 	 0.1315679 	 0.1794872 	 0.7330214 	 1.615618 	 -107.4227 	 -103.0017 	 0.2631359 	 -8157.739 	 -8157.655 	 0.2856972 	 -195.78 
LOX 	 N3 	 0.1631046 	 0.1794872 	 0.9087254 	 1.666583 	 -100.0616 	 -88.81163 	 0.2772778 	 -8369.046 	 -8368.864 	 0.2299457 	 -188.5953 
Wnt3 	 U 	 Inf 	 0.05042735 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Wnt3 	 LR 	 0.04320822 	 0.05042735 	 0.8568409 	 1.564012 	 -139.6332 	 -139.1114 	 0.1036997 	 -6265.846 	 -6265.834 	 1.906316 	 -158.3314 
Wnt3 	 N1 	 0.03705441 	 0.05042735 	 0.7348078 	 1.57556 	 -142.7344 	 -141.6435 	 0.08522514 	 -9758.008 	 -9757.984 	 0.05810525 	 -246.5197 
Wnt3 	 N2 	 0.04236586 	 0.05042735 	 0.8401365 	 1.615618 	 -136.8854 	 -132.4644 	 0.08473172 	 -10372.36 	 -10372.27 	 0.03126585 	 -253.3025 
Wnt3 	 N3 	 0.04806416 	 0.05042735 	 0.9531367 	 1.666583 	 -131.8299 	 -120.5799 	 0.08170907 	 -10720.52 	 -10720.33 	 0.02194903 	 -249.6725 
Gata6 	 U 	 Inf 	 0.08675214 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Gata6 	 LR 	 0.1014416 	 0.08675214 	 1.169327 	 1.564012 	 -117.4434 	 -116.9216 	 0.24346 	 -6687.84 	 -6687.828 	 1.250571 	 -169.2923 
Gata6 	 N1 	 0.1088423 	 0.08675214 	 1.254636 	 1.57556 	 -114.7191 	 -113.6282 	 0.2503373 	 -6102.247 	 -6102.223 	 2.240301 	 -151.5649 
Gata6 	 N2 	 0.1212045 	 0.08675214 	 1.397135 	 1.615618 	 -109.5559 	 -105.1348 	 0.2424089 	 -8372.862 	 -8372.777 	 0.2304479 	 -201.3676 
Gata6 	 N3 	 0.1505717 	 0.08675214 	 1.735654 	 1.666583 	 -102.1404 	 -90.89039 	 0.2559719 	 -8247.491 	 -8247.309 	 0.2596349 	 -185.4381 
DPPA2 	 U 	 Inf 	 0.1294872 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DPPA2 	 LR 	 0.07896624 	 0.1294872 	 0.6098383 	 1.564012 	 -123.9554 	 -123.4337 	 0.189519 	 -4475.964 	 -4475.952 	 11.39605 	 -111.841 
DPPA2 	 N1 	 0.1800399 	 0.1294872 	 1.390407 	 1.57556 	 -101.6339 	 -100.543 	 0.4140917 	 -9206.739 	 -9206.715 	 0.1007835 	 -232.201 
DPPA2 	 N2 	 0.2063743 	 0.1294872 	 1.593782 	 1.615618 	 -95.71834 	 -91.29728 	 0.4127487 	 -9517.155 	 -9517.07 	 0.07346983 	 -231.0895 
DPPA2 	 N3 	 0.2413947 	 0.1294872 	 1.864236 	 1.666583 	 -89.86854 	 -78.61854 	 0.410371 	 -9626.955 	 -9626.774 	 0.06544368 	 -221.2683 
SALL1 	 U 	 Inf 	 0.1662393 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL1 	 LR 	 0.2866492 	 0.1662393 	 1.724316 	 1.564012 	 -90.43522 	 -89.91349 	 0.687958 	 -4731.88 	 -4731.868 	 8.82515 	 -118.4881 
SALL1 	 N1 	 0.2261332 	 0.1662393 	 1.360287 	 1.57556 	 -95.70728 	 -94.61637 	 0.5201064 	 -5684.979 	 -5684.955 	 3.39893 	 -140.7267 
SALL1 	 N2 	 0.2409132 	 0.1662393 	 1.449195 	 1.615618 	 -91.69497 	 -87.27392 	 0.4818263 	 -6696.044 	 -6695.96 	 1.230489 	 -157.8139 
SALL1 	 N3 	 0.2135137 	 0.1662393 	 1.284375 	 1.666583 	 -93.05959 	 -81.80959 	 0.3629732 	 -7963.996 	 -7963.814 	 0.3446358 	 -178.0746 
TCF3 	 U 	 Inf 	 0.2089744 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TCF3 	 LR 	 0.6274859 	 0.2089744 	 3.002693 	 1.564012 	 -70.06521 	 -69.54347 	 1.505966 	 -3689.109 	 -3689.097 	 25.01148 	 -91.40318 
TCF3 	 N1 	 0.3954319 	 0.2089744 	 1.892251 	 1.57556 	 -81.17707 	 -80.08616 	 0.9094933 	 -4178.369 	 -4178.345 	 15.31091 	 -101.594 
TCF3 	 N2 	 0.5744669 	 0.2089744 	 2.748982 	 1.615618 	 -69.10082 	 -64.67977 	 1.148934 	 -6878.577 	 -6878.492 	 1.025378 	 -162.555 
TCF3 	 N3 	 0.6901309 	 0.2089744 	 3.302467 	 1.666583 	 -62.5569 	 -51.3069 	 1.173223 	 -7594.457 	 -7594.275 	 0.4985273 	 -168.4761 
PTPN6 	 U 	 Inf 	 0.0982906 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PTPN6 	 LR 	 0.1496397 	 0.0982906 	 1.522421 	 1.564012 	 -107.336 	 -106.8142 	 0.3591352 	 -6126.74 	 -6126.728 	 2.19052 	 -154.7183 
PTPN6 	 N1 	 0.1697925 	 0.0982906 	 1.727454 	 1.57556 	 -103.1575 	 -102.0666 	 0.3905227 	 -8479.768 	 -8479.744 	 0.2083499 	 -213.3187 
PTPN6 	 N2 	 0.1887465 	 0.0982906 	 1.920291 	 1.615618 	 -98.03979 	 -93.61874 	 0.377493 	 -9045.38 	 -9045.295 	 0.1177047 	 -218.8356 
PTPN6 	 N3 	 0.2225905 	 0.0982906 	 2.264616 	 1.666583 	 -91.97714 	 -80.72714 	 0.3784038 	 -9076.598 	 -9076.417 	 0.1134086 	 -206.9733 
USP16 	 U 	 Inf 	 0.1034188 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
USP16 	 LR 	 0.09840825 	 0.1034188 	 0.9515509 	 1.564012 	 -118.2327 	 -117.711 	 0.2361798 	 -6652.216 	 -6652.204 	 1.295877 	 -168.367 
USP16 	 N1 	 0.1313058 	 0.1034188 	 1.269651 	 1.57556 	 -109.8408 	 -108.7498 	 0.3020033 	 -6118.816 	 -6118.792 	 2.203523 	 -151.9952 
USP16 	 N2 	 0.1433237 	 0.1034188 	 1.385857 	 1.615618 	 -105.1976 	 -100.7765 	 0.2866473 	 -8296.052 	 -8295.967 	 0.2488271 	 -199.3725 
USP16 	 N3 	 0.1967989 	 0.1034188 	 1.902931 	 1.666583 	 -95.17908 	 -83.92908 	 0.334558 	 -8001.36 	 -8001.179 	 0.3320087 	 -179.0451 
SETD1A 	 U 	 Inf 	 0.125641 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SETD1A 	 LR 	 0.194063 	 0.125641 	 1.544583 	 1.564012 	 -100.5772 	 -100.0555 	 0.4657511 	 -5946.34 	 -5946.328 	 2.623107 	 -150.0325 
SETD1A 	 N1 	 0.2164141 	 0.125641 	 1.722479 	 1.57556 	 -96.84948 	 -95.75857 	 0.4977524 	 -5678.607 	 -5678.583 	 3.420635 	 -140.5612 
SETD1A 	 N2 	 0.2741298 	 0.125641 	 2.18185 	 1.615618 	 -88.33667 	 -83.91562 	 0.5482597 	 -6924.465 	 -6924.381 	 0.9794334 	 -163.7469 
SETD1A 	 N3 	 0.3144296 	 0.125641 	 2.502603 	 1.666583 	 -82.99604 	 -71.74604 	 0.5345304 	 -7044.033 	 -7043.851 	 0.8639647 	 -154.1794 
HDAC2 	 U 	 Inf 	 0.04316239 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HDAC2 	 LR 	 0.07844627 	 0.04316239 	 1.817468 	 1.564012 	 -124.1272 	 -123.6055 	 0.188271 	 -6350.138 	 -6350.126 	 1.752362 	 -160.5208 
HDAC2 	 N1 	 0.08708966 	 0.04316239 	 2.017721 	 1.57556 	 -120.5161 	 -119.4252 	 0.2003062 	 -7517.782 	 -7517.758 	 0.544705 	 -188.332 
HDAC2 	 N2 	 0.1170975 	 0.04316239 	 2.712951 	 1.615618 	 -110.4522 	 -106.0311 	 0.2341949 	 -7494.21 	 -7494.125 	 0.5543514 	 -178.5454 
HDAC2 	 N3 	 0.1208838 	 0.04316239 	 2.800674 	 1.666583 	 -107.8502 	 -96.60024 	 0.2055024 	 -9026.786 	 -9026.604 	 0.1191949 	 -205.6795 
LUM 	 U 	 Inf 	 0.1081197 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LUM 	 LR 	 0.2390068 	 0.1081197 	 2.210577 	 1.564012 	 -95.16117 	 -94.63943 	 0.5736164 	 -3028.418 	 -3028.406 	 48.39353 	 -74.24237 
LUM 	 N1 	 0.5001189 	 0.1081197 	 4.625606 	 1.57556 	 -75.07052 	 -73.97961 	 1.150274 	 -7370.479 	 -7370.455 	 0.6310596 	 -184.5059 
LUM 	 N2 	 0.5736208 	 0.1081197 	 5.305425 	 1.615618 	 -69.13914 	 -64.71809 	 1.147242 	 -7338.344 	 -7338.26 	 0.6477524 	 -174.497 
LUM 	 N3 	 0.7667855 	 0.1081197 	 7.092008 	 1.666583 	 -59.81843 	 -48.56843 	 1.303535 	 -8372.426 	 -8372.244 	 0.2291706 	 -188.6831 
SOX13 	 U 	 Inf 	 0.2311966 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX13 	 LR 	 0.2219601 	 0.2311966 	 0.9600492 	 1.564012 	 -97.08502 	 -96.56328 	 0.5327042 	 -6197.463 	 -6197.451 	 2.041096 	 -156.5552 
SOX13 	 N1 	 0.2454273 	 0.2311966 	 1.061552 	 1.57556 	 -93.57849 	 -92.48759 	 0.5644827 	 -5778.819 	 -5778.795 	 3.094774 	 -143.1641 
SOX13 	 N2 	 0.2345408 	 0.2311966 	 1.014465 	 1.615618 	 -92.39196 	 -87.9709 	 0.4690815 	 -7595.998 	 -7595.914 	 0.5007525 	 -181.1893 
SOX13 	 N3 	 0.2573087 	 0.2311966 	 1.112943 	 1.666583 	 -88.20863 	 -76.95863 	 0.4374247 	 -7929.066 	 -7928.884 	 0.3568743 	 -177.1673 
SMAD4 	 U 	 Inf 	 0.1589744 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMAD4 	 LR 	 0.2451176 	 0.1589744 	 1.541869 	 1.564012 	 -94.50477 	 -93.98303 	 0.5882822 	 -4505.358 	 -4505.345 	 11.06627 	 -112.6044 
SMAD4 	 N1 	 0.2772943 	 0.1589744 	 1.744271 	 1.57556 	 -90.40444 	 -89.31353 	 0.637777 	 -4994.431 	 -4994.407 	 6.775538 	 -122.7904 
SMAD4 	 N2 	 0.3656654 	 0.1589744 	 2.300153 	 1.615618 	 -80.84563 	 -76.42458 	 0.7313308 	 -6823.606 	 -6823.522 	 1.083263 	 -161.1272 
SMAD4 	 N3 	 0.4390515 	 0.1589744 	 2.761776 	 1.666583 	 -74.31578 	 -63.06578 	 0.7463876 	 -7207.879 	 -7207.697 	 0.7335162 	 -158.4352 
SEMA6A 	 U 	 Inf 	 0.1200855 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SEMA6A 	 LR 	 0.1750501 	 0.1200855 	 1.457712 	 1.564012 	 -103.2581 	 -102.7364 	 0.4201201 	 -3526.698 	 -3526.685 	 29.41734 	 -87.18469 
SEMA6A 	 N1 	 0.2570973 	 0.1200855 	 2.140952 	 1.57556 	 -92.37069 	 -91.27978 	 0.5913238 	 -6496.865 	 -6496.841 	 1.510417 	 -161.8147 
SEMA6A 	 N2 	 0.2863274 	 0.1200855 	 2.384363 	 1.615618 	 -87.20479 	 -82.78374 	 0.5726547 	 -7706.458 	 -7706.374 	 0.4484346 	 -184.0584 
SEMA6A 	 N3 	 0.3366246 	 0.1200855 	 2.803208 	 1.666583 	 -81.22263 	 -69.97263 	 0.5722618 	 -8261.623 	 -8261.441 	 0.2559951 	 -185.8051 
GAL 	 U 	 Inf 	 0.1974359 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GAL 	 LR 	 0.5206645 	 0.1974359 	 2.637132 	 1.564012 	 -74.91721 	 -74.39547 	 1.249595 	 -4652.018 	 -4652.006 	 9.558088 	 -116.4138 
GAL 	 N1 	 0.3418469 	 0.1974359 	 1.731432 	 1.57556 	 -84.96307 	 -83.87216 	 0.7862479 	 -5474 	 -5473.976 	 4.196411 	 -135.2467 
GAL 	 N2 	 0.4153579 	 0.1974359 	 2.103761 	 1.615618 	 -77.53267 	 -73.11162 	 0.8307157 	 -6146.694 	 -6146.61 	 2.130194 	 -143.545 
GAL 	 N3 	 0.372439 	 0.1974359 	 1.886379 	 1.666583 	 -78.59391 	 -67.34391 	 0.6331462 	 -7174.499 	 -7174.317 	 0.7583889 	 -157.5682 
SALL4 	 U 	 Inf 	 0.1200855 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL4 	 LR 	 0.2006363 	 0.1200855 	 1.670779 	 1.564012 	 -99.71112 	 -99.18938 	 0.4815271 	 -4249.422 	 -4249.41 	 14.29031 	 -105.9568 
SALL4 	 N1 	 0.1361658 	 0.1200855 	 1.133907 	 1.57556 	 -108.8958 	 -107.8049 	 0.3131813 	 -7571.245 	 -7571.221 	 0.5163758 	 -189.7206 
SALL4 	 N2 	 0.1551896 	 0.1200855 	 1.292326 	 1.615618 	 -103.1295 	 -98.70843 	 0.3103792 	 -7775.436 	 -7775.352 	 0.4185738 	 -185.85 
SALL4 	 N3 	 0.1777598 	 0.1200855 	 1.480277 	 1.666583 	 -97.82455 	 -86.57455 	 0.3021917 	 -8557.876 	 -8557.695 	 0.1904141 	 -193.5 
HESX1 	 U 	 Inf 	 0.1047009 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HESX1 	 LR 	 0.2001094 	 0.1047009 	 1.911249 	 1.564012 	 -99.77949 	 -99.25775 	 0.4802626 	 -5664.348 	 -5664.336 	 3.476653 	 -142.7081 
HESX1 	 N1 	 0.1359547 	 0.1047009 	 1.298506 	 1.57556 	 -108.9361 	 -107.8452 	 0.3126958 	 -7602.926 	 -7602.902 	 0.5002886 	 -190.5435 
HESX1 	 N2 	 0.1405022 	 0.1047009 	 1.34194 	 1.615618 	 -105.7145 	 -101.2935 	 0.2810045 	 -8538.231 	 -8538.147 	 0.1953554 	 -205.6629 
HESX1 	 N3 	 0.1656217 	 0.1047009 	 1.581856 	 1.666583 	 -99.66345 	 -88.41345 	 0.2815569 	 -8850.057 	 -8849.876 	 0.142211 	 -201.0892 
PRDM14 	 U 	 Inf 	 0.1705128 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PRDM14 	 LR 	 0.1544798 	 0.1705128 	 0.9059719 	 1.564012 	 -106.5083 	 -105.9866 	 0.3707516 	 -3365.133 	 -3365.121 	 34.57004 	 -82.98821 
PRDM14 	 N1 	 0.2502896 	 0.1705128 	 1.467864 	 1.57556 	 -93.06843 	 -91.97752 	 0.5756661 	 -7907.689 	 -7907.665 	 0.3689743 	 -198.4595 
PRDM14 	 N2 	 0.2781764 	 0.1705128 	 1.63141 	 1.615618 	 -87.95568 	 -83.53463 	 0.5563527 	 -8517.718 	 -8517.634 	 0.1994 	 -205.1301 
PRDM14 	 N3 	 0.3398531 	 0.1705128 	 1.993123 	 1.666583 	 -80.97446 	 -69.72446 	 0.5777502 	 -9311.566 	 -9311.385 	 0.08968147 	 -213.0764 
COL3A1 	 U 	 Inf 	 0.1628205 	 Inf 	 1.543075 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
COL3A1 	 LR 	 0.2963259 	 0.1628205 	 1.819955 	 1.564012 	 -89.572 	 -89.05026 	 0.7111823 	 -3639.328 	 -3639.316 	 26.28679 	 -90.11016 
