Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
NACC1 	 N2 	 0.1448517 	 0.1257937 	 1.151503 	 1.584657 	 -113.3222 	 -109.3222 	 0.3186738 	 -7979.759 	 -7979.675 	 0.3412907 	 -207.5457 
NACC1 	 N3 	 0.1694372 	 0.1257937 	 1.346946 	 1.627977 	 -107.0375 	 -97.03746 	 0.3219307 	 -8203.864 	 -8203.683 	 0.2712008 	 -201.9822 
DNMT3L 	 U 	 Inf 	 0.1480159 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3L 	 LR 	 0.3474935 	 0.1480159 	 2.347678 	 1.539686 	 -92.14366 	 -91.66366 	 0.9034832 	 -3785.318 	 -3785.306 	 22.71946 	 -101.5149 
DNMT3L 	 N1 	 0.4958257 	 0.1480159 	 3.349815 	 1.549845 	 -81.28845 	 -80.28845 	 1.239564 	 -4937.648 	 -4937.624 	 7.171004 	 -131.2839 
DNMT3L 	 N2 	 0.7548578 	 0.1480159 	 5.099843 	 1.584657 	 -67.09925 	 -63.09925 	 1.660687 	 -7867.612 	 -7867.527 	 0.3817516 	 -204.4087 
DNMT3L 	 N3 	 0.9052317 	 0.1480159 	 6.115774 	 1.627977 	 -60.11762 	 -50.11762 	 1.71994 	 -8559.13 	 -8558.949 	 0.1901757 	 -211.9197 
EZH2 	 U 	 Inf 	 0.2599206 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EZH2 	 LR 	 0.1710805 	 0.2599206 	 0.6582028 	 1.539686 	 -111.9848 	 -111.5048 	 0.4448093 	 -5452.061 	 -5452.049 	 4.297976 	 -148.1371 
EZH2 	 N1 	 0.1660554 	 0.2599206 	 0.6388696 	 1.549845 	 -111.9177 	 -110.9177 	 0.4151385 	 -5545.455 	 -5545.431 	 3.907296 	 -148.2855 
EZH2 	 N2 	 0.1879595 	 0.2599206 	 0.7231419 	 1.584657 	 -106.0277 	 -102.0277 	 0.4135109 	 -6703.827 	 -6703.742 	 1.22096 	 -171.8553 
EZH2 	 N3 	 0.2398481 	 0.2599206 	 0.9227744 	 1.627977 	 -97.3068 	 -87.3068 	 0.4557114 	 -6925.913 	 -6925.732 	 0.9721729 	 -166.2353 
EED 	 U 	 Inf 	 0.1972222 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EED 	 LR 	 0.2040918 	 0.1972222 	 1.034832 	 1.539686 	 -107.0446 	 -106.5646 	 0.5306386 	 -5880.023 	 -5880.011 	 2.802776 	 -160.108 
EED 	 N1 	 0.2182148 	 0.1972222 	 1.106441 	 1.549845 	 -104.2693 	 -103.2693 	 0.545537 	 -6234.212 	 -6234.188 	 1.963594 	 -167.5514 
EED 	 N2 	 0.2706753 	 0.1972222 	 1.372438 	 1.584657 	 -95.81631 	 -91.81631 	 0.5954857 	 -7515.57 	 -7515.486 	 0.5426475 	 -194.5614 
EED 	 N3 	 0.3162463 	 0.1972222 	 1.603502 	 1.627977 	 -89.56437 	 -79.56437 	 0.600868 	 -8297.726 	 -8297.544 	 0.2469268 	 -204.6077 
SMARCC2 	 U 	 Inf 	 0.01706349 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMARCC2 	 LR 	 0.02655039 	 0.01706349 	 1.555976 	 1.539686 	 -164.1513 	 -163.6713 	 0.06903101 	 -7265.754 	 -7265.742 	 0.7020601 	 -198.8698 
SMARCC2 	 N1 	 0.0246329 	 0.01706349 	 1.443602 	 1.549845 	 -165.3484 	 -164.3484 	 0.06158224 	 -6812.23 	 -6812.206 	 1.102231 	 -183.7197 
SMARCC2 	 N2 	 0.04539782 	 0.01706349 	 2.660523 	 1.584657 	 -145.8091 	 -141.8091 	 0.0998752 	 -9496.899 	 -9496.815 	 0.07497167 	 -249.9832 
SMARCC2 	 N3 	 0.03314306 	 0.01706349 	 1.942337 	 1.627977 	 -152.7236 	 -142.7236 	 0.06297181 	 -6873.056 	 -6872.875 	 1.024887 	 -164.7568 
NODAL 	 U 	 Inf 	 0.1793651 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NODAL 	 LR 	 0.1687711 	 0.1793651 	 0.9409363 	 1.539686 	 -112.3653 	 -111.8853 	 0.4388049 	 -4137.105 	 -4137.092 	 15.98718 	 -111.3551 
NODAL 	 N1 	 0.1933631 	 0.1793651 	 1.078042 	 1.549845 	 -107.6548 	 -106.6548 	 0.4834077 	 -6818.377 	 -6818.353 	 1.095483 	 -183.8917 
NODAL 	 N2 	 0.2075743 	 0.1793651 	 1.157273 	 1.584657 	 -103.2484 	 -99.24837 	 0.4566635 	 -7330.989 	 -7330.905 	 0.6525296 	 -189.3983 
NODAL 	 N3 	 0.2386071 	 0.1793651 	 1.330287 	 1.627977 	 -97.45206 	 -87.45206 	 0.4533535 	 -7318.442 	 -7318.261 	 0.6568113 	 -177.2152 
CDH1 	 U 	 Inf 	 0.1575397 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH1 	 LR 	 0.2228704 	 0.1575397 	 1.414694 	 1.539686 	 -104.58 	 -104.1 	 0.579463 	 -4916.186 	 -4916.174 	 7.341069 	 -133.1476 
CDH1 	 N1 	 0.2821886 	 0.1575397 	 1.791223 	 1.549845 	 -97.07061 	 -96.07061 	 0.7054716 	 -6598.035 	 -6598.011 	 1.365222 	 -177.7283 
CDH1 	 N2 	 0.3471406 	 0.1575397 	 2.203512 	 1.584657 	 -88.84963 	 -84.84963 	 0.7637092 	 -8274.195 	 -8274.111 	 0.2543199 	 -215.7817 
CDH1 	 N3 	 0.4091448 	 0.1575397 	 2.59709 	 1.627977 	 -82.35303 	 -72.35303 	 0.7773751 	 -8592.005 	 -8591.823 	 0.1840315 	 -212.8393 
LEFTY2 	 U 	 Inf 	 0.1623016 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY2 	 LR 	 0.6815362 	 0.1623016 	 4.199196 	 1.539686 	 -73.28277 	 -72.80277 	 1.771994 	 -3361.959 	 -3361.947 	 34.67985 	 -89.67269 
LEFTY2 	 N1 	 0.9267129 	 0.1623016 	 5.70982 	 1.549845 	 -63.77671 	 -62.77671 	 2.316782 	 -4758.445 	 -4758.421 	 8.57687 	 -126.2712 
LEFTY2 	 N2 	 1.365444 	 0.1623016 	 8.413006 	 1.584657 	 -50.50348 	 -46.50348 	 3.003977 	 -7788.229 	 -7788.144 	 0.4132586 	 -202.1882 
LEFTY2 	 N3 	 1.625169 	 0.1623016 	 10.01327 	 1.627977 	 -43.73269 	 -33.73269 	 3.087821 	 -8142.937 	 -8142.755 	 0.2882206 	 -200.2779 
RIF1 	 U 	 Inf 	 0.1380952 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RIF1 	 LR 	 0.2699736 	 0.1380952 	 1.954981 	 1.539686 	 -99.21148 	 -98.73148 	 0.7019313 	 -5226.299 	 -5226.287 	 5.385341 	 -141.8221 
RIF1 	 N1 	 0.3122948 	 0.1380952 	 2.261445 	 1.549845 	 -94.2322 	 -93.2322 	 0.780737 	 -6614.849 	 -6614.825 	 1.342481 	 -178.1986 
RIF1 	 N2 	 0.3467265 	 0.1380952 	 2.510778 	 1.584657 	 -88.88305 	 -84.88305 	 0.7627983 	 -6977.173 	 -6977.089 	 0.9291953 	 -179.5014 
RIF1 	 N3 	 0.409711 	 0.1380952 	 2.966873 	 1.627977 	 -82.31431 	 -72.31431 	 0.7784509 	 -8661.542 	 -8661.36 	 0.1716812 	 -214.7844 
ETV5 	 U 	 Inf 	 0.2174603 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ETV5 	 LR 	 0.2150396 	 0.2174603 	 0.9888684 	 1.539686 	 -105.5815 	 -105.1015 	 0.559103 	 -5994.957 	 -5994.945 	 2.49875 	 -163.323 
ETV5 	 N1 	 0.2483188 	 0.2174603 	 1.141904 	 1.549845 	 -100.6508 	 -99.65076 	 0.6207969 	 -5738.516 	 -5738.492 	 3.221921 	 -153.6858 
ETV5 	 N2 	 0.2517447 	 0.2174603 	 1.157658 	 1.584657 	 -97.84643 	 -93.84643 	 0.5538384 	 -6312.345 	 -6312.26 	 1.805302 	 -160.9047 
ETV5 	 N3 	 0.3077792 	 0.2174603 	 1.415335 	 1.627977 	 -90.32425 	 -80.32425 	 0.5847805 	 -6881.666 	 -6881.484 	 1.01611 	 -164.9976 
DNMT3B 	 U 	 Inf 	 0.1547619 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3B 	 LR 	 0.1810792 	 0.1547619 	 1.17005 	 1.539686 	 -110.3944 	 -109.9144 	 0.470806 	 -4172.205 	 -4172.193 	 15.43629 	 -112.3369 
DNMT3B 	 N1 	 0.2780701 	 0.1547619 	 1.79676 	 1.549845 	 -97.48229 	 -96.48229 	 0.6951751 	 -6555.779 	 -6555.755 	 1.424087 	 -176.5463 
DNMT3B 	 N2 	 0.2915122 	 0.1547619 	 1.883617 	 1.584657 	 -93.73978 	 -89.73978 	 0.6413267 	 -7966.397 	 -7966.313 	 0.3458769 	 -207.172 
DNMT3B 	 N3 	 0.3579785 	 0.1547619 	 2.313092 	 1.627977 	 -86.09372 	 -76.09372 	 0.6801592 	 -8512.485 	 -8512.303 	 0.1992474 	 -210.615 
KDM5A 	 U 	 Inf 	 0.1888889 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KDM5A 	 LR 	 0.1939952 	 0.1888889 	 1.027034 	 1.539686 	 -108.4652 	 -107.9852 	 0.5043876 	 -5354.256 	 -5354.244 	 4.73912 	 -145.4013 
KDM5A 	 N1 	 0.2670245 	 0.1888889 	 1.413659 	 1.549845 	 -98.61721 	 -97.61721 	 0.6675611 	 -4575.338 	 -4575.314 	 10.29845 	 -121.1493 
KDM5A 	 N2 	 0.2486378 	 0.1888889 	 1.316318 	 1.584657 	 -98.19414 	 -94.19414 	 0.5470032 	 -7094.724 	 -7094.64 	 0.8262399 	 -182.7895 
KDM5A 	 N3 	 0.2708894 	 0.1888889 	 1.43412 	 1.627977 	 -93.89907 	 -83.89907 	 0.5146898 	 -7987.554 	 -7987.372 	 0.3366197 	 -195.9316 
JARID2 	 U 	 Inf 	 0.1376984 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JARID2 	 LR 	 0.2084612 	 0.1376984 	 1.513897 	 1.539686 	 -106.4515 	 -105.9715 	 0.5419992 	 -5029.932 	 -5029.92 	 6.552531 	 -136.3293 
JARID2 	 N1 	 0.2967573 	 0.1376984 	 2.155125 	 1.549845 	 -95.66113 	 -94.66113 	 0.7418932 	 -7500.235 	 -7500.211 	 0.5543378 	 -202.9646 
JARID2 	 N2 	 0.3160824 	 0.1376984 	 2.295469 	 1.584657 	 -91.47398 	 -87.47398 	 0.6953813 	 -8310.498 	 -8310.413 	 0.2452618 	 -216.7971 
JARID2 	 N3 	 0.3650343 	 0.1376984 	 2.65097 	 1.627977 	 -85.54721 	 -75.54721 	 0.6935652 	 -8335.836 	 -8335.655 	 0.2377023 	 -205.6737 
LOX 	 U 	 Inf 	 0.2130952 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LOX 	 LR 	 0.1254729 	 0.2130952 	 0.5888116 	 1.539686 	 -120.666 	 -120.186 	 0.3262297 	 -4809.928 	 -4809.916 	 8.163194 	 -130.1753 
LOX 	 N1 	 0.2209057 	 0.2130952 	 1.036652 	 1.549845 	 -103.9261 	 -102.9261 	 0.5522641 	 -4916.178 	 -4916.154 	 7.326469 	 -130.6833 
LOX 	 N2 	 0.2982295 	 0.2130952 	 1.399513 	 1.584657 	 -93.1019 	 -89.1019 	 0.6561048 	 -7734.63 	 -7734.545 	 0.43599 	 -200.6889 
LOX 	 N3 	 0.3501402 	 0.2130952 	 1.643116 	 1.627977 	 -86.71362 	 -76.71362 	 0.6652664 	 -7785.968 	 -7785.786 	 0.4117179 	 -190.2928 
Wnt3 	 U 	 Inf 	 0.0797619 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Wnt3 	 LR 	 0.06369723 	 0.0797619 	 0.7985921 	 1.539686 	 -139.6486 	 -139.1686 	 0.1656128 	 -5909.758 	 -5909.746 	 2.720743 	 -160.9398 
Wnt3 	 N1 	 0.06073855 	 0.0797619 	 0.7614983 	 1.549845 	 -140.0785 	 -139.0785 	 0.1518464 	 -9001.518 	 -9001.494 	 0.1237162 	 -244.9585 
Wnt3 	 N2 	 0.07035152 	 0.0797619 	 0.8820191 	 1.584657 	 -133.5439 	 -129.5439 	 0.1547733 	 -9064.018 	 -9063.933 	 0.1155334 	 -237.8746 
Wnt3 	 N3 	 0.0797273 	 0.0797619 	 0.9995662 	 1.627977 	 -128.1458 	 -118.1458 	 0.1514819 	 -10143.47 	 -10143.28 	 0.03906377 	 -256.2368 
Gata6 	 U 	 Inf 	 0.1575397 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Gata6 	 LR 	 0.1334977 	 0.1575397 	 0.8473908 	 1.539686 	 -118.9302 	 -118.4502 	 0.347094 	 -5642.738 	 -5642.726 	 3.552521 	 -153.4707 
Gata6 	 N1 	 0.1337234 	 0.1575397 	 0.8488233 	 1.549845 	 -117.9811 	 -116.9811 	 0.3343084 	 -5365.81 	 -5365.786 	 4.675384 	 -143.2604 
Gata6 	 N2 	 0.1900634 	 0.1575397 	 1.206448 	 1.584657 	 -105.7161 	 -101.7161 	 0.4181395 	 -7752.009 	 -7751.924 	 0.4284858 	 -201.1751 
Gata6 	 N3 	 0.2075328 	 0.1575397 	 1.317337 	 1.627977 	 -101.3589 	 -91.35886 	 0.3943124 	 -8230.762 	 -8230.58 	 0.2640104 	 -202.7346 
DPPA2 	 U 	 Inf 	 0.118254 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DPPA2 	 LR 	 0.1389636 	 0.118254 	 1.175128 	 1.539686 	 -117.8066 	 -117.3266 	 0.3613053 	 -4348.419 	 -4348.407 	 12.94466 	 -117.266 
DPPA2 	 N1 	 0.2627028 	 0.118254 	 2.221513 	 1.549845 	 -99.07408 	 -98.07408 	 0.6567569 	 -8799.737 	 -8799.713 	 0.1513463 	 -239.3143 
DPPA2 	 N2 	 0.2758639 	 0.118254 	 2.332809 	 1.584657 	 -95.28465 	 -91.28465 	 0.6069007 	 -10003.7 	 -10003.61 	 0.04518743 	 -264.1594 
DPPA2 	 N3 	 0.3282649 	 0.118254 	 2.775931 	 1.627977 	 -88.51998 	 -78.51998 	 0.6237033 	 -10136.93 	 -10136.75 	 0.03931953 	 -256.0541 
SALL1 	 U 	 Inf 	 0.1619048 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL1 	 LR 	 0.2852454 	 0.1619048 	 1.76181 	 1.539686 	 -97.67076 	 -97.19076 	 0.741638 	 -5225.856 	 -5225.844 	 5.387727 	 -141.8097 
SALL1 	 N1 	 0.3473475 	 0.1619048 	 2.145382 	 1.549845 	 -91.25361 	 -90.25361 	 0.8683688 	 -6929.554 	 -6929.53 	 0.9803251 	 -187.0015 
SALL1 	 N2 	 0.4088482 	 0.1619048 	 2.525239 	 1.584657 	 -84.26844 	 -80.26844 	 0.899466 	 -7520.39 	 -7520.306 	 0.5400408 	 -194.6962 
SALL1 	 N3 	 0.4595456 	 0.1619048 	 2.83837 	 1.627977 	 -79.1003 	 -69.1003 	 0.8731366 	 -7855.296 	 -7855.114 	 0.384168 	 -192.232 
TCF3 	 U 	 Inf 	 0.2460317 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TCF3 	 LR 	 0.2228942 	 0.2460317 	 0.9059572 	 1.539686 	 -104.577 	 -104.097 	 0.579525 	 -4894.862 	 -4894.85 	 7.499126 	 -132.5511 
TCF3 	 N1 	 0.23569 	 0.2460317 	 0.9579659 	 1.549845 	 -102.1122 	 -101.1122 	 0.589225 	 -5365.707 	 -5365.682 	 4.675867 	 -143.2575 
TCF3 	 N2 	 0.2755429 	 0.2460317 	 1.119948 	 1.584657 	 -95.31726 	 -91.31726 	 0.6061943 	 -6041.677 	 -6041.592 	 2.365822 	 -153.3336 
TCF3 	 N3 	 0.4021558 	 0.2460317 	 1.634569 	 1.627977 	 -82.83546 	 -72.83546 	 0.7640961 	 -7953.21 	 -7953.028 	 0.3483694 	 -194.9709 
PTPN6 	 U 	 Inf 	 0.1369048 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PTPN6 	 LR 	 0.1216266 	 0.1369048 	 0.8884032 	 1.539686 	 -121.5378 	 -121.0578 	 0.3162292 	 -5165.362 	 -5165.35 	 5.723364 	 -140.1175 
PTPN6 	 N1 	 0.1612967 	 0.1369048 	 1.178168 	 1.549845 	 -112.7319 	 -111.7319 	 0.4032419 	 -7826.625 	 -7826.601 	 0.4000983 	 -212.0944 
PTPN6 	 N2 	 0.1739811 	 0.1369048 	 1.270818 	 1.584657 	 -108.1916 	 -104.1916 	 0.3827584 	 -8307.954 	 -8307.869 	 0.245886 	 -216.726 
PTPN6 	 N3 	 0.2010111 	 0.1369048 	 1.468255 	 1.627977 	 -102.2529 	 -92.25289 	 0.381921 	 -8390.376 	 -8390.194 	 0.2250976 	 -207.1993 
USP16 	 U 	 Inf 	 0.1535714 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
USP16 	 LR 	 0.1124879 	 0.1535714 	 0.7324795 	 1.539686 	 -123.7249 	 -123.2449 	 0.2924686 	 -6289.887 	 -6289.875 	 1.861077 	 -171.5728 
USP16 	 N1 	 0.1196344 	 0.1535714 	 0.7790147 	 1.549845 	 -121.0984 	 -120.0984 	 0.299086 	 -7438.076 	 -7438.052 	 0.5898515 	 -201.2259 
USP16 	 N2 	 0.1244311 	 0.1535714 	 0.8102488 	 1.584657 	 -117.577 	 -113.577 	 0.2737483 	 -8196.185 	 -8196.101 	 0.2749323 	 -213.5996 
USP16 	 N3 	 0.151057 	 0.1535714 	 0.9836267 	 1.627977 	 -110.2526 	 -100.2526 	 0.2870082 	 -7740.103 	 -7739.921 	 0.4310212 	 -189.0099 
SETD1A 	 U 	 Inf 	 0.1269841 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SETD1A 	 LR 	 0.2246152 	 0.1269841 	 1.768845 	 1.539686 	 -104.3617 	 -103.8817 	 0.5839995 	 -6482.736 	 -6482.724 	 1.534951 	 -176.9672 
SETD1A 	 N1 	 0.2715314 	 0.1269841 	 2.13831 	 1.549845 	 -98.14855 	 -97.14855 	 0.6788286 	 -6317.711 	 -6317.687 	 1.806445 	 -169.887 
SETD1A 	 N2 	 0.2870169 	 0.1269841 	 2.260258 	 1.584657 	 -94.17492 	 -90.17492 	 0.6314372 	 -7126.466 	 -7126.382 	 0.8004509 	 -183.6774 
SETD1A 	 N3 	 0.394396 	 0.1269841 	 3.105869 	 1.627977 	 -83.38101 	 -73.38101 	 0.7493525 	 -6703.5 	 -6703.319 	 1.214059 	 -160.014 
HDAC2 	 U 	 Inf 	 0.1238095 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HDAC2 	 LR 	 0.1601666 	 0.1238095 	 1.293653 	 1.539686 	 -113.8306 	 -113.3506 	 0.416433 	 -4993.009 	 -4992.997 	 6.798745 	 -135.2965 
HDAC2 	 N1 	 0.1385598 	 0.1238095 	 1.119137 	 1.549845 	 -116.9863 	 -115.9863 	 0.3463995 	 -6997.324 	 -6997.3 	 0.9161524 	 -188.8972 
HDAC2 	 N2 	 0.1505633 	 0.1238095 	 1.216088 	 1.584657 	 -112.2393 	 -108.2393 	 0.3312393 	 -7248.244 	 -7248.159 	 0.7087618 	 -187.0837 
HDAC2 	 N3 	 0.1612512 	 0.1238095 	 1.302413 	 1.627977 	 -108.424 	 -98.42399 	 0.3063773 	 -8049.923 	 -8049.742 	 0.3162859 	 -197.6762 
LUM 	 U 	 Inf 	 0.1527778 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LUM 	 LR 	 0.2597762 	 0.1527778 	 1.700354 	 1.539686 	 -100.2896 	 -99.80957 	 0.6754182 	 -4109.7 	 -4109.688 	 16.43092 	 -110.5885 
LUM 	 N1 	 0.3137908 	 0.1527778 	 2.053904 	 1.549845 	 -94.09839 	 -93.09839 	 0.7844771 	 -6243.26 	 -6243.236 	 1.945926 	 -167.8045 
LUM 	 N2 	 0.3626991 	 0.1527778 	 2.37403 	 1.584657 	 -87.62201 	 -83.62201 	 0.7979379 	 -8267.511 	 -8267.427 	 0.2560237 	 -215.5947 
LUM 	 N3 	 0.4125774 	 0.1527778 	 2.700507 	 1.627977 	 -82.1191 	 -72.1191 	 0.783897 	 -8706.215 	 -8706.034 	 0.1641877 	 -216.034 
SOX13 	 U 	 Inf 	 0.2051587 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX13 	 LR 	 0.1921648 	 0.2051587 	 0.936664 	 1.539686 	 -108.7307 	 -108.2507 	 0.4996285 	 -4552.607 	 -4552.595 	 10.55606 	 -122.9775 
SOX13 	 N1 	 0.2598382 	 0.2051587 	 1.266523 	 1.549845 	 -99.38108 	 -98.38108 	 0.6495956 	 -5085.937 	 -5085.913 	 6.183623 	 -135.4318 
SOX13 	 N2 	 0.3884833 	 0.2051587 	 1.893574 	 1.584657 	 -85.69906 	 -81.69906 	 0.8546633 	 -6253.243 	 -6253.159 	 1.915101 	 -159.2516 
SOX13 	 N3 	 0.4251494 	 0.2051587 	 2.072295 	 1.627977 	 -81.27863 	 -71.27863 	 0.8077839 	 -7311.669 	 -7311.488 	 0.6612705 	 -177.0257 
SMAD4 	 U 	 Inf 	 0.1031746 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMAD4 	 LR 	 0.1341006 	 0.1031746 	 1.299744 	 1.539686 	 -118.804 	 -118.324 	 0.3486616 	 -6732.999 	 -6732.987 	 1.195406 	 -183.9675 
SMAD4 	 N1 	 0.1322957 	 0.1031746 	 1.282251 	 1.549845 	 -118.2816 	 -117.2816 	 0.3307393 	 -7521.413 	 -7521.389 	 0.5427327 	 -203.557 
SMAD4 	 N2 	 0.1480239 	 0.1031746 	 1.434693 	 1.584657 	 -112.7156 	 -108.7156 	 0.3256525 	 -8393.054 	 -8392.97 	 0.2258457 	 -219.1064 
SMAD4 	 N3 	 0.1755091 	 0.1031746 	 1.701088 	 1.627977 	 -106.0516 	 -96.05162 	 0.3334673 	 -8710.681 	 -8710.499 	 0.1634569 	 -216.1589 
SEMA6A 	 U 	 Inf 	 0.1845238 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SEMA6A 	 LR 	 0.1080102 	 0.1845238 	 0.5853457 	 1.539686 	 -124.8622 	 -124.3822 	 0.2808266 	 -4439.097 	 -4439.085 	 11.82359 	 -119.8024 
SEMA6A 	 N1 	 0.2547548 	 0.1845238 	 1.380607 	 1.549845 	 -99.93429 	 -98.93429 	 0.6368869 	 -7917.204 	 -7917.18 	 0.3654835 	 -214.6281 
SEMA6A 	 N2 	 0.2476962 	 0.1845238 	 1.342354 	 1.584657 	 -98.30038 	 -94.30038 	 0.5449317 	 -8801.682 	 -8801.598 	 0.1501497 	 -230.5366 
SEMA6A 	 N3 	 0.3038478 	 0.1845238 	 1.646659 	 1.627977 	 -90.68421 	 -80.68421 	 0.5773108 	 -9027.882 	 -9027.7 	 0.1190645 	 -225.0317 
GAL 	 U 	 Inf 	 0.2003968 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GAL 	 LR 	 0.5396681 	 0.2003968 	 2.692997 	 1.539686 	 -79.81783 	 -79.33783 	 1.403137 	 -4277.795 	 -4277.783 	 13.89094 	 -115.2905 
GAL 	 N1 	 0.7949954 	 0.2003968 	 3.967106 	 1.549845 	 -68.06931 	 -67.06931 	 1.987489 	 -6446.48 	 -6446.455 	 1.588391 	 -173.4889 
GAL 	 N2 	 0.9488355 	 0.2003968 	 4.734783 	 1.584657 	 -60.69548 	 -56.69548 	 2.087438 	 -7103.326 	 -7103.242 	 0.8191701 	 -183.0301 
GAL 	 N3 	 1.08096 	 0.2003968 	 5.394098 	 1.627977 	 -55.15003 	 -45.15003 	 2.053824 	 -7843.231 	 -7843.049 	 0.3888262 	 -191.8946 
SALL4 	 U 	 Inf 	 0.1837302 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL4 	 LR 	 0.1585008 	 0.1837302 	 0.8626823 	 1.539686 	 -114.1233 	 -113.6433 	 0.412102 	 -4755.081 	 -4755.069 	 8.622958 	 -128.6411 
SALL4 	 N1 	 0.3087475 	 0.1837302 	 1.68044 	 1.549845 	 -94.55207 	 -93.55207 	 0.7718688 	 -6911.939 	 -6911.915 	 0.9977291 	 -186.5088 
SALL4 	 N2 	 0.3353913 	 0.1837302 	 1.825456 	 1.584657 	 -89.81373 	 -85.81373 	 0.7378609 	 -8235.43 	 -8235.346 	 0.2643619 	 -214.6974 
SALL4 	 N3 	 0.4050428 	 0.1837302 	 2.204553 	 1.627977 	 -82.63517 	 -72.63517 	 0.7695814 	 -8668.202 	 -8668.02 	 0.1705427 	 -214.9707 
HESX1 	 U 	 Inf 	 0.07380952 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HESX1 	 LR 	 0.1274306 	 0.07380952 	 1.726478 	 1.539686 	 -120.2326 	 -119.7526 	 0.3313194 	 -6355.1 	 -6355.088 	 1.743696 	 -173.3969 
HESX1 	 N1 	 0.2121522 	 0.07380952 	 2.87432 	 1.549845 	 -105.0582 	 -104.0582 	 0.5303805 	 -7257.61 	 -7257.585 	 0.7063825 	 -196.1779 
HESX1 	 N2 	 0.2115335 	 0.07380952 	 2.865938 	 1.584657 	 -102.7193 	 -98.71933 	 0.4653738 	 -7624.615 	 -7624.531 	 0.4866396 	 -197.6116 
HESX1 	 N3 	 0.2066678 	 0.07380952 	 2.800016 	 1.627977 	 -101.4758 	 -91.4758 	 0.3926689 	 -8475.262 	 -8475.081 	 0.206796 	 -209.5738 
PRDM14 	 U 	 Inf 	 0.1789683 	 Inf 	 1.521132 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PRDM14 	 LR 	 0.1270598 	 0.1789683 	 0.7099573 	 1.539686 	 -120.3141 	 -119.8341 	 0.3303555 	 -3959.26 	 -3959.248 	 19.09552 	 -106.3804 
